BIC2,BIC3,BIC4,,,BIC7,BIC8,BIC9,BIC10,BIC11,BIC12,BIC13,,,,,,BIC19,,,,,,BIC25,,,,BIC29,,,,,,,,,,,,BIC41,,,,BIC45,,,,,,,,BIC53,,,,BIC57,,,,BIC61,,,,BIC65,BIC66,BIC67,BIC68,,,BIC71,BIC72,BIC73,BIC74,BIC75,BIC76,BIC77,,,,,BIC82,,,,,,,BIC89,,,,BIC93,,,,,,,,,,,,,,,,BIC109,,,,,,,,,,,,,,,,,,,,GLCM1,GLCM2,GLCM3,GLCM4,GLCM5,GLCM6,GLCM7,GLCM8,GLCM9,GLCM10,GLCM11,GLCM12,GLCM13,GLCM14,GLCM15,GLCM16,GLCM17,GLCM18,GLCM19,GLCM20,GLCM21,GLCM22,GLCM23,GLCM24,GLCM25,GLCM26,GLCM27,GLCM28,GLCM29,GLCM30,GLCM31,GLCM32,GLCM33,GLCM34,GLCM35,GLCM36,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,GFCC1,GFCC2,GFCC3,GFCC4,GFCC5,GFCC6,GFCC7,GFCC8,GFCC9,GFCC10,GFCC11,GFCC12,GFCC13,GFCC14,GFCC15,GFCC16,,LPC2,LPC3,LPC4,LPC5,LPC6,LPC7,LPC8,LPC9,LPC10,LPC11,MEL1,MEL2,MEL3,MEL4,MEL5,MEL6,MEL7,MEL8,MEL9,MEL10,MEL11,MEL12,MEL13,MEL14,MEL15,MEL16,ASA,BGN,SNR,AA,NAA,Ht,Hs,H,A,B,NDSI,ACI,H',M,MBA,TARGET_
-3.50E-09,-0.081612643,-0.049652625,,,-0.252415174,-0.168303015,-0.654054805,-0.649364711,-0.50653579,-0.038313365,0.579054439,,,,,,-0.020956487,,,,,,-0.021717592,,,,3.827870085,,,,,,,,,,,,-0.034219469,,,,-0.118193278,,,,,,,,-0.020960345,,,,-0.045638228,,,,-0.04607408,,,,-0.020957118,-0.021600804,-0.149257253,-0.125665759,,,-0.066085454,-0.604916733,2.64852146,-0.476728686,-0.634083763,-0.021605866,-0.427967436,,,,,-0.021569177,,,,,,,-0.020956487,,,,-0.069839466,,,,,,,,,,,,,,,,-0.040886338,,,,,,,,,,,,,,,,,,,,-0.065889188,1.094388015,1.094994916,0.027501024,0.575463119,-0.07333632,-0.06896713,1.081292079,-0.972979079,0.227619716,0.560917637,-0.05105559,-0.062598024,1.082259478,-1.214467961,0.394126187,0.560821175,-0.006662951,-0.04692251,1.091974962,0.990463037,0.043533388,0.58649629,-0.145718789,-0.0599709,1.093463502,0.847746685,0.057400678,0.577029462,-0.145318308,-0.059073548,1.091770857,0.647608496,0.058024653,0.611497067,-0.112872329,-0.371955483,0.220831741,0.397355953,0.202619415,-0.143553484,0.325569802,1.136709848,0.531371325,0.440505228,-0.859655727,-1.319061198,-1.651378606,-0.309547283,0.644115223,1.580393874,1.14600932,-0.314134207,0.332084243,0.324336545,-0.108535916,-0.005806027,-0.714295809,-0.287186898,-0.046920627,-0.267186395,-0.330416647,0.291263105,0.663223089,-0.347254092,-0.440395481,-1.080506042,-0.809692845,,-0.183290696,-0.000619596,0.063052456,-0.016003608,-0.013219376,0.062024905,0.006853068,0.025101249,0.027677185,-0.096243011,0.421479775,0.449267051,0.293824863,0.432201105,0.425672941,0.339702252,0.193647386,0.186435652,-0.216000126,-0.651465446,-0.318714884,0.328096167,-0.474854233,-0.549483369,-0.429342406,-0.411326322,-1.709680042,-1.570195547,0.942075484,-0.848081769,-0.28468392,-0.75358906,-0.079114499,-0.474963801,2.309145868,-1.456809251,-2.109125833,-0.064329507,0.543545478,-1.700697279,0.127872305,0
-3.50E-09,-0.081612643,-0.049652625,,,-0.252415174,-0.168303015,-0.664604194,-0.649364711,-0.50653579,-0.038313365,2.395426697,,,,,,-0.020956487,,,,,,-0.021717592,,,,-0.21126779,,,,,,,,,,,,-0.034219469,,,,-0.118193278,,,,,,,,-0.020960345,,,,-0.045638228,,,,-0.04607408,,,,-0.020957118,-0.021600804,-0.149257253,-0.125665759,,,-0.066085454,-0.604916733,-0.416296853,-0.476728686,-0.634083763,-0.021605866,2.465900307,,,,,-0.021569177,,,,,,,-0.020956487,,,,-0.069839466,,,,,,,,,,,,,,,,-0.040886338,,,,,,,,,,,,,,,,,,,,0.444502649,2.01656328,0.880988118,0.75653092,1.992421611,0.75994684,0.412745001,1.985473162,-0.926038082,1.449698617,1.92049724,0.729060685,0.430510298,1.944762088,-1.204776973,1.92426315,1.840357419,0.722897383,0.438377164,2.012362115,0.519045813,0.665985656,2.022974651,0.668057621,0.411717321,2.011864268,0.33226232,0.675666257,2.001787734,0.704638497,0.415669287,2.007790578,0.053639062,0.676380985,2.014823289,0.64465205,0.497016065,0.689229799,0.558475645,-0.073115212,0.224345739,0.257224164,0.51178539,-0.181312807,-0.381197598,-1.242298009,-1.151485261,-1.359046844,-0.404373455,-0.144807392,0.188510981,-0.009625199,0.443516039,0.030738208,-0.034649377,0.070595184,0.56325178,0.047348229,0.654963891,0.152318379,0.284151865,0.027632296,0.165307797,0.555136314,0.308582774,-0.413552632,0.024565259,0.395358781,,-0.13406635,0.103754617,0.06512905,-0.024082606,-0.023725858,0.025124252,0.001343295,-0.001153917,-0.03127631,-0.047103139,0.237332181,0.787973004,1.014880419,1.320066534,1.412433032,1.39203109,1.29391892,1.132511358,0.742270313,0.150618299,0.113103399,0.625264665,0.285201431,0.040868236,-0.039802524,0.164570653,-1.543782108,-1.578701711,0.739063523,-0.844066554,-0.199715341,-0.792954401,-1.853892375,-1.561293279,2.598315276,-1.694455599,-2.350924965,0.797726984,-0.014960235,-1.549343259,-0.119384968,0
-3.50E-09,-0.081612643,-0.049652625,,,-0.252415174,-0.168303015,-0.664604194,-0.649364711,-0.50653579,-0.038313365,2.39542381,,,,,,-0.020956487,,,,,,-0.021717592,,,,-0.211261328,,,,,,,,,,,,-0.034219469,,,,-0.118193278,,,,,,,,-0.020960345,,,,-0.045638228,,,,-0.04607408,,,,-0.020957118,-0.021600804,-0.149257253,-0.125665759,,,-0.066085454,-0.604916733,-0.416296853,-0.476728686,-0.634083763,-0.021605866,2.465900307,,,,,-0.021569177,,,,,,,-0.020956487,,,,-0.069839466,,,,,,,,,,,,,,,,-0.040886338,,,,,,,,,,,,,,,,,,,,0.342424282,1.804755372,1.221493758,0.67979093,1.726315441,0.665612897,0.332459646,1.758851941,-0.971193851,1.385378675,1.686858332,0.712808262,0.320930671,1.720056187,-1.183267115,1.754247932,1.72656467,0.623411883,0.310666724,1.82151749,0.55676121,0.588179123,1.714514564,0.54286125,0.280692815,1.824080469,0.354548999,0.593230847,1.68194404,0.512195447,0.283796277,1.820651923,0.150946554,0.635157229,1.721047384,0.53182927,0.177148675,0.419416047,0.726135009,0.175296313,0.456201901,0.509898736,0.38823939,-0.322930807,-0.539057485,-1.142381108,-0.740524399,-0.904425804,-0.059456574,-0.067491973,-0.066440508,-0.246724951,0.157995131,0.438726745,0.171360006,0.02104809,-0.034167981,0.135535873,-0.310851967,-0.513274063,-0.496899797,0.01181588,-0.107243729,-0.305513834,-0.147458821,-0.290462512,-0.129564919,0.117284756,,-0.181588978,0.087696761,0.06244703,-0.041238769,0.001553436,0.017754989,0.031075371,0.003430777,-0.030388195,-0.041744573,0.440297109,0.873640318,1.000461565,1.148309248,1.193751456,1.163941554,1.037589035,0.895479882,0.538254228,-0.092897651,-0.227486645,0.138444652,0.026207739,-0.182186825,-0.268316069,0.059002505,-1.696146829,-1.663660067,-0.655755163,1.226579243,-0.199715341,-0.955781943,0.245916753,-0.388638805,1.915217967,-1.302141101,-1.905870563,1.191377819,0.85224411,-1.669803111,-0.429033592,0
-3.50E-09,-0.081612643,-0.049652625,,,-0.252415174,-0.168303015,0.327639788,-0.649364711,-0.50653579,-0.038313365,1.233454154,,,,,,-0.020956487,,,,,,-0.021717592,,,,-0.21126779,,,,,,,,,,,,-0.034219469,,,,-0.118193278,,,,,,,,-0.020960345,,,,-0.045638228,,,,-0.04607408,,,,-0.020957118,-0.021600804,-0.149257253,-0.125665759,,,-0.066085454,-0.604916733,-0.416296853,-0.476728686,-0.634083763,-0.021605866,2.465900307,,,,,-0.021569177,,,,,,,-0.020956487,,,,-0.069839466,,,,,,,,,,,,,,,,-0.040886338,,,,,,,,,,,,,,,,,,,,0.112747955,0.851496928,-0.069082434,0.257720991,0.873411052,0.319721774,0.09160358,0.882073959,0.128359629,0.356259601,0.769701342,0.339002548,0.101771417,0.872687325,0.178723963,0.309118578,0.773234306,0.358117216,0.131872107,0.799378993,-0.602015346,0.238049721,0.951244714,0.24551987,0.123463408,0.801768668,-0.722858084,0.263489204,0.957449613,0.175420109,0.125548665,0.795467987,-0.751605215,0.264143431,0.985393673,0.177243391,1.261664436,1.042991575,0.145861084,-0.994175149,-0.00033155,0.551817694,0.725226422,-0.834107093,-1.844291228,-2.2662508,-1.177924644,-0.658131031,0.008109041,-0.821254601,-1.03248074,-0.690120088,1.215924024,0.36554358,0.104654612,0.017214418,0.022978569,0.323155394,0.258792321,-0.047101958,-0.025893234,0.020533651,0.3100134,0.466133888,0.093452416,-0.286280451,-0.491154175,-0.431374713,,0.060246803,0.177357282,0.053539242,-0.057945006,-0.050552506,-0.001329975,-0.040829629,0.017381158,-0.096188916,-0.042220282,-0.311847303,0.322180614,0.69830507,1.169602825,1.645851302,1.904471143,1.856142679,1.757445552,1.501091908,0.600855823,0.493407352,1.359933458,1.574837936,0.537730722,0.344970923,0.630183795,-1.141622013,-1.161865784,-0.387076719,-0.848081769,-0.28468392,-0.298054572,0.162820488,-0.083908267,-0.507506867,0.129568219,0.52875636,0.772704374,0.752759725,-1.128135814,-0.005277324,0
-3.50E-09,-0.081612643,-0.049652625,,,-0.252415174,-0.168303015,-0.499871048,-0.649364711,-0.50653579,-0.038313365,2.202515078,,,,,,-0.020956487,,,,,,-0.021717592,,,,-0.21126779,,,,,,,,,,,,-0.034219469,,,,-0.118193278,,,,,,,,-0.020960345,,,,-0.045638228,,,,-0.04607408,,,,-0.020957118,-0.021600804,-0.149257253,-0.125665759,,,-0.066085454,-0.604916733,-0.416296853,-0.476728686,-0.634083763,-0.021605866,2.465900307,,,,,-0.021569177,,,,,,,-0.020956487,,,,-0.069839466,,,,,,,,,,,,,,,,-0.040886338,,,,,,,,,,,,,,,,,,,,0.393463466,1.627102103,2.043570078,0.910010898,1.780901322,0.697057545,0.385983216,1.640994356,0.040610418,1.256738791,1.766394981,0.647798573,0.375720485,1.632159374,-0.966271679,1.414217496,1.673461387,0.706316466,0.387292988,1.585030814,-0.343965283,0.86050199,1.914901044,0.589809889,0.38551242,1.585901018,-0.542326656,0.922972489,1.931519044,0.544269289,0.362920083,1.590207465,-0.533125386,0.923723517,1.937130488,0.53182927,1.049237699,0.761491224,0.274354501,-0.745138647,-0.059124273,0.032178035,0.259429757,-0.459254524,-0.866531779,-1.561491804,-1.352137552,-1.625850777,-0.468527004,-0.228800694,0.173194087,0.002083927,0.979530698,0.232718043,0.031934357,0.073634878,-0.229419602,-0.123197549,-0.089850807,0.138443886,0.329500085,0.271238909,-0.020958298,-0.018349369,-0.269267619,0.382711054,0.09870401,-0.233270649,,0.042689319,0.149290393,0.051201189,-0.048978317,-0.051271983,0.005325211,-0.012857215,-0.008283501,-0.056920906,-0.056202494,-0.409060032,0.229994709,0.594301248,0.978463731,1.401149861,1.522610088,1.586789997,1.48646902,1.246239902,0.531900021,0.521132903,1.185548115,0.911738687,0.461378424,0.299956508,0.614918587,-1.393165471,-1.375385255,-0.552097064,-0.848081769,-0.28468392,-0.819193023,0.091340763,-0.406080718,1.039912739,-1.071324424,-1.428976771,1.152338521,1.439560023,-1.368073663,-0.310958866,0
-3.50E-09,-0.081612643,-0.049652625,,,-0.252415174,-0.168303015,-0.664604194,-0.649364711,-0.50653579,-0.038313365,2.395293921,,,,,,-0.020956487,,,,,,-0.021717592,,,,-0.21097051,,,,,,,,,,,,-0.034219469,,,,-0.118193278,,,,,,,,-0.020960345,,,,-0.045638228,,,,-0.04607408,,,,-0.020957118,-0.021600804,-0.149257253,-0.125665759,,,-0.066085454,-0.604916733,2.64852146,-0.476728686,-0.634083763,-0.021605866,-0.427967436,,,,,-0.021569177,,,,,,,-0.020956487,,,,-0.069839466,,,,,,,,,,,,,,,,-0.040886338,,,,,,,,,,,,,,,,,,,,-0.167967555,-0.830434776,0.554993291,-0.279458932,-0.67773773,-0.293448853,-0.149252485,-0.846988967,1.109668001,-0.351259763,-0.627161065,-0.197327391,-0.144782744,-0.846748677,1.002603811,-0.370942294,-0.62768087,-0.222214867,-0.149090862,-0.846290762,-1.175016746,-0.267692746,-0.658601724,-0.333513345,-0.164790505,-0.850848755,-1.147299654,-0.272340964,-0.646614972,-0.321724438,-0.164571956,-0.853391503,-1.109899277,-0.27176539,-0.629159853,-0.322400348,0.438066439,0.123700262,-0.77215274,1.724354123,2.242517415,-0.491685352,-0.494180433,0.869361848,0.649400118,-0.559655073,-0.138986892,-2.107044947,-1.971346266,-0.505520164,1.386082499,2.205652333,0.445486187,0.153944808,0.191630071,0.482663546,0.260748808,0.653008116,0.187485415,0.21596098,0.06027413,0.325627956,0.204759754,0.25954999,-0.076330677,0.065112205,-0.147345323,-0.088325623,,-0.055551175,-0.068732515,0.007437461,0.021040613,0.026985142,-0.015090791,-0.019862892,0.027792914,0.042984507,-0.008352688,1.545182673,0.928161807,0.944691944,1.490138445,1.008296015,0.705557919,0.556338701,0.813965034,0.476786787,-1.231773334,-0.032220822,-0.583389545,-0.120505004,1.286788761,1.343082984,-0.219684766,0.195545681,0.317580755,-0.655755163,1.226579243,-0.199715341,0.012414162,1.117578727,0.766221575,0.11575836,-1.081478421,-0.826093804,-0.412507614,0.128862454,0.263948818,0.406433446,0
-3.50E-09,-0.081612643,-0.049652625,,,-0.252415174,-0.168303015,-0.664604194,-0.649364711,-0.50653579,-0.038313365,1.760894275,,,,,,-0.020956487,,,,,,-0.021717592,,,,1.209429484,,,,,,,,,,,,-0.034219469,,,,-0.118193278,,,,,,,,-0.020960345,,,,-0.045638228,,,,-0.04607408,,,,-0.020957118,-0.021600804,-0.149257253,-0.125665759,,,-0.066085454,-0.604916733,-0.416296853,-0.476728686,-0.634083763,-0.021605866,2.465900307,,,,,-0.021569177,,,,,,,-0.020956487,,,,-0.069839466,,,,,,,,,,,,,,,,-0.040886338,,,,,,,,,,,,,,,,,,,,-0.167967555,-0.5154258,0.986662282,-0.279458932,-0.595858909,-0.372060472,-0.149252485,-0.518758018,0.183596686,-0.351259763,-0.614733463,-0.294841925,-0.172177651,-0.517922584,0.003337761,-0.370942294,-0.60492232,-0.288538534,-0.17463295,-0.500506591,-0.194062988,-0.267692746,-0.631583323,-0.427410623,-0.164790505,-0.498559148,-0.05229946,-0.272340964,-0.63449968,-0.417945963,-0.164571956,-0.498067981,0.150892986,-0.27176539,-0.636443553,-0.419105588,0.617298502,2.034430424,2.010938693,0.633112763,0.281335084,-1.315601428,-2.501376481,-1.032405797,0.323136618,0.023013944,0.195088291,0.206127285,0.691813555,-0.68713686,-1.138456655,-1.164322949,0.717002076,0.608312193,-0.030991055,-1.081317565,-1.105765315,0.309474626,-1.447905969,-1.813334771,-0.583464585,-0.904897835,-0.661206848,1.167417817,1.489977322,-0.072055365,0.718489631,1.040326778,,-0.226208472,0.198279025,-0.072390003,0.128615785,-0.089472927,0.08176022,-0.02800542,0.018515652,0.005229571,-0.038616556,2.0411887,1.979427905,2.022419802,2.493879669,2.09043319,2.044148745,2.343440232,2.569388978,2.512177406,2.143964842,0.949429854,-0.21578561,-0.643191741,-0.153204277,-0.682514077,-0.255951788,0.898740557,0.966399674,1.493746417,-0.848081769,-0.28468392,-0.944512733,-0.746703564,-0.957498913,-0.402606167,0.508063033,0.468571567,-0.2244641,0.223245013,0.905445606,2.38218352,0
-3.50E-09,-0.081612643,-0.049652625,,,-0.252415174,-0.168303015,-0.664604194,-0.649364711,-0.50653579,-0.038313365,2.395426697,,,,,,-0.020956487,,,,,,-0.021717592,,,,-0.21126779,,,,,,,,,,,,-0.034219469,,,,-0.118193278,,,,,,,,-0.020960345,,,,-0.045638228,,,,-0.04607408,,,,-0.020957118,-0.021600804,-0.149257253,-0.125665759,,,-0.066085454,-0.604916733,-0.331370738,2.329207254,-0.634047146,-0.021605866,-0.427967436,,,,,-0.021569177,,,,,,,-0.020956487,,,,-0.069839466,,,,,,,,,,,,,,,,-0.040886338,,,,,,,,,,,,,,,,,,,,-0.167967555,-0.163313582,-0.044990053,-0.202718943,-0.388887444,-0.356338148,-0.149252485,-0.139722203,-0.192603378,-0.286939821,-0.425833921,-0.278589503,-0.144782744,-0.122507996,0.398272859,-0.285934685,-0.465842294,-0.288538534,-0.17463295,-0.171883831,-0.044413137,-0.189886213,-0.401926908,-0.411761076,-0.164790505,-0.169907502,-0.149807568,-0.189905554,-0.392193852,-0.401909042,-0.164571956,-0.172134824,-0.216480966,-0.189317879,-0.405793049,-0.402988048,-0.033407571,-0.427692911,-0.01047986,1.241562722,1.870714905,-0.282457038,-0.508050378,1.071379008,0.437007013,-0.292075657,0.913187306,-0.240943166,-0.256395484,-0.190799914,-0.241734687,-1.004093289,0.015263822,-0.282534462,-0.067281663,-0.190490393,-0.689513678,0.085661578,-0.622760631,-0.186849482,0.218926465,0.568081747,-0.138751542,0.978260115,-0.254460913,0.304690936,0.171294566,0.139877178,,-0.175832038,-0.108968367,0.083157193,0.023406151,0.003090398,0.015139836,0.059321891,-0.022014924,-0.037918475,0.069283455,1.433925564,0.934563063,0.79265453,0.965521563,0.375952181,0.272061643,0.257510661,0.063774101,-0.61850086,-0.497647006,-0.559214008,-0.844979028,-0.565032735,0.497402599,0.567393068,-0.107893858,-0.064678146,0.071862264,-0.207648943,-0.848081769,-0.28468392,0.214076161,0.778845325,0.649579036,-0.42858598,-0.804095726,0.122455323,-0.592979256,-0.329273078,0.001553899,-0.383015463,0
-3.50E-09,-0.081612643,-0.049652625,,,-0.252415174,-0.168303015,-0.664604194,-0.649364711,-0.50653579,-0.038313365,-0.476954396,,,,,,-0.020956487,,,,,,-0.021717592,,,,6.219899236,,,,,,,,,,,,-0.034219469,,,,-0.118193278,,,,,,,,-0.020960345,,,,-0.045638228,,,,-0.04607408,,,,-0.020957118,-0.021600804,-0.149257253,-0.125665759,,,-0.066085454,-0.603735746,-0.416296853,-0.476728686,1.805867346,-0.021605866,-0.427967436,,,,,-0.021569177,,,,,,,-0.020956487,,,,-0.069839466,,,,,,,,,,,,,,,,-0.040886338,,,,,,,,,,,,,,,,,,,,-0.167967555,-1.009930921,-0.759342972,-0.279458932,-0.807379197,-0.356338148,-0.149252485,-1.019652755,0.704967297,-0.351259763,-0.739009478,-0.26233708,-0.172177651,-1.018425924,1.251894432,-0.370942294,-0.690899064,-0.271957617,-0.17463295,-1.006829066,-1.004565364,-0.267692746,-0.818460601,-0.39611153,-0.164790505,-1.003235608,-0.76587728,-0.272340964,-0.835613518,-0.401909042,-0.164571956,-1.002622583,-0.698090111,-0.27176539,-0.828247656,-0.402988048,0.472976667,0.344303316,-0.78255479,-1.018064393,0.546230704,2.012765082,1.741640034,-1.47292926,-2.018665844,-0.641474394,2.614848065,2.641865708,1.704434391,-0.302144719,-1.283384385,-1.910039325,0.631770647,0.760598448,-0.560926304,0.116861476,0.657405342,-0.001063066,0.572374495,0.646253175,0.765137717,0.529692628,-0.179802894,-0.551881359,0.448114998,-0.518622679,-1.582464842,-1.889786446,,-0.110068286,-0.220582636,0.017104802,0.206849803,-0.021676846,-0.03348743,0.084042348,0.059959557,-0.12549756,0.057596313,1.083410775,0.613405155,0.434477652,0.346699785,0.072378767,-0.150845079,-0.07819381,-0.251982396,-0.423086411,0.625131137,-0.639324332,0.46978139,2.095174997,0.416233037,0.129810278,0.012234576,0.45886787,0.552990264,0.246022831,-0.848081769,-0.28468392,0.694001535,1.45221824,1.496914621,-0.644551347,0.342246338,0.736639194,-1.668464121,-0.150050226,0.485264868,-0.18105503,0
-3.50E-09,-0.081612643,-0.049652625,,,-0.252415174,-0.168303015,-0.664604194,1.86589436,-0.493998835,-0.038313365,-0.491002648,,,,,,-0.020956487,,,,,,-0.021717592,,,,-0.21126779,,,,,,,,,,,,-0.034219469,,,,-0.118193278,,,,,,,,-0.020960345,,,,-0.045638228,,,,-0.04607408,,,,-0.020957118,-0.021600804,-0.149257253,-0.125665759,,,-0.066085454,1.514995114,-0.416296853,-0.476728686,-0.331325961,-0.021605866,-0.427967436,,,,,-0.021569177,,,,,,,-0.020956487,,,,-0.069839466,,,,,,,,,,,,,,,,-0.040886338,,,,,,,,,,,,,,,,,,,,-0.040369596,-0.751313957,-0.834500122,-0.241088938,-0.400259502,-0.104780968,-0.01544356,-0.775328645,0.601256046,-0.286939821,-0.316471028,-0.018550745,-0.035203117,-0.786940102,1.524701201,-0.370942294,-0.245842979,-0.023243867,-0.04692251,-0.741861752,-1.185619468,-0.22878948,-0.388417707,-0.161368335,-0.033765999,-0.744297947,-1.132379701,-0.231123259,-0.387347735,-0.161355229,-0.032698947,-0.745546855,-1.086007649,-0.230541634,-0.386369849,-0.145107409,0.193502335,-0.190903263,0.921308727,0.984060798,0.37618911,-0.80998413,-0.005388657,0.106723681,1.238477639,0.743002446,1.543418286,0.674586565,0.251726865,-1.445678332,-0.851343184,-1.035852273,0.143454531,0.207148201,-1.032672868,0.529486351,-0.302678327,-0.830047434,-0.518473643,0.407563506,0.415979284,-0.128137767,-0.147252371,0.268936979,-0.125552971,-0.312154226,-0.291077501,0.159335494,,-0.29117827,-0.073277772,0.070781096,0.098772443,-0.048471912,0.005557635,0.128277195,-0.023202152,0.016908221,-0.010029153,2.060067031,1.221915561,0.888333031,1.071247379,0.888370241,0.541349764,0.255305812,-0.104666562,0.153591105,0.401953054,0.33300866,-0.710164156,-0.690185263,-0.226608306,0.272768902,0.47626772,0.808961751,0.694688918,1.913175703,-0.573441036,3.283996376,-0.2083728,-0.36148774,-0.394690505,-0.05128115,0.589611205,0.154451955,-0.149162354,0.213776911,0.485264868,-0.048121788,0
-3.50E-09,-0.081612643,-0.049652625,,,-0.252415174,-0.168303015,-0.664296093,-0.649364711,-0.50653579,-0.038313365,2.395065893,,,,,,-0.020956487,,,,,,-0.021717592,,,,-0.21126779,,,,,,,,,,,,-0.034219469,,,,-0.118193278,,,,,,,,-0.020960345,,,,-0.045638228,,,,-0.04607408,,,,-0.020957118,-0.021600804,-0.149257253,-0.125665759,,,-0.066085454,-0.604916733,2.64852146,-0.476728686,-0.634083763,-0.021605866,-0.427967436,,,,,-0.021569177,,,,,,,-0.020956487,,,,-0.069839466,,,,,,,,,,,,,,,,-0.040886338,,,,,,,,,,,,,,,,,,,,-0.116928372,1.258526858,0.351786525,-0.164348949,0.477663416,-0.19911491,-0.1224907,1.26644489,-1.308895997,-0.158299937,0.386931216,-0.132317701,-0.117387837,1.286141341,-1.433275137,-0.115919467,0.290247305,-0.139310284,-0.123548774,1.257138327,1.542915351,-0.150982946,0.473919616,-0.208316974,-0.112380703,1.257609341,1.235012707,-0.148687849,0.441338198,-0.209465992,-0.111822752,1.253717769,1.072327711,-0.148094124,0.446399864,-0.193460028,0.176122352,0.849364216,0.981971485,0.068703962,-0.197628016,0.103286971,0.315251443,-0.014104357,0.130903625,-0.270368017,0.342777389,-0.20701975,0.103829442,-0.749158587,-0.965289825,-1.138654497,0.233930483,0.077491591,-0.424200519,0.2789268,-0.385700519,0.034557768,-0.72759632,0.388521066,-0.209792161,-1.203296021,-0.389532281,-0.720057048,-0.712613907,1.648062899,-0.512628859,-0.934905924,,-0.173222556,0.050431504,0.012338359,0.035736804,-0.034525347,0.046960113,0.065425838,-0.033939739,-0.005363093,-0.018719872,1.021377617,1.19246457,1.183292637,1.088000506,1.044838529,1.135842922,1.113675687,0.728453596,0.445843734,0.615988632,0.336381623,0.213169758,-0.087816103,-0.460258712,-0.457132269,-0.073936063,0.073318538,0.113680169,1.242527381,-0.848081769,-0.28468392,-0.959260073,-0.928767173,-1.068579782,-0.157052582,-0.305710295,-0.022414821,-0.006053845,1.201197746,0.116054937,-0.286507228,0
-3.50E-09,-0.081612643,-0.049652625,,,-0.252415174,-0.168303015,-0.664604194,-0.649364711,-0.50653579,-0.038313365,2.395296807,,,,,,-0.020956487,,,,,,-0.021717592,,,,-0.210976972,,,,,,,,,,,,-0.034219469,,,,-0.118193278,,,,,,,,-0.020960345,,,,-0.045638228,,,,-0.04607408,,,,-0.020957118,-0.021600804,-0.149257253,-0.125665759,,,-0.066085454,-0.604916733,0.306509898,-0.43586365,-0.634083763,-0.021605866,1.742433372,,,,,-0.021569177,,,,,,,-0.020956487,,,,-0.069839466,,,,,,,,,,,,,,,,-0.040886338,,,,,,,,,,,,,,,,,,,,-0.09140878,0.629368913,2.506420702,-0.241088938,0.327552243,-0.120503291,-0.095728915,0.632657239,-0.849714331,-0.286939821,0.289995925,-0.083560434,-0.08999293,0.656577392,-0.719449402,-0.285934685,0.237144022,-0.056405701,-0.098006686,0.631903098,0.332033989,-0.22878948,0.334324541,-0.177017881,-0.086175802,0.634383109,0.318647863,-0.231123259,0.315339168,-0.17739215,-0.085448151,0.625723631,0.145187922,-0.230541634,0.325004862,-0.193460028,0.495084527,1.426366217,1.42404497,-0.360852894,-0.550707378,-0.040619733,0.631458174,0.822186981,0.633659719,-0.316507514,-0.029684349,-0.540864349,0.095542896,-0.428561319,-0.281625822,-0.581580515,0.517617276,0.54151726,-1.080260397,-1.4692716,-1.44406691,-0.035440888,1.117176238,0.916781277,0.010819995,0.774582028,0.425461042,-0.019178445,-0.551780708,0.052163993,-0.019996172,-0.239787158,,-0.297842197,0.049571141,0.009819823,0.082564513,-0.05258379,0.092298088,0.046148492,-0.007515342,-0.007851712,-0.019602031,2.395912229,1.98800637,1.660005035,1.466505467,1.484333639,1.548873708,1.445911711,1.139155039,0.923615125,0.885002636,0.936937035,0.877116371,-0.019029981,-0.566514894,-0.63213097,-0.008913085,0.61055945,0.752323496,-0.304690487,-0.848081769,-0.28468392,0.856719252,-0.225095749,0.210843973,0.263805431,0.314621185,-0.169813544,0.687993505,0.767301888,0.663333649,0.10608943,0
